0.001436,0.00075516,0.00097682,0.00094026,0.00071266,0.00088806,0.0011486,0.00073058,0.0004907,0.0012417
0.00075516,0.0024736,0.00094702,0.00064131,0.00067212,0.00075551,0.0010845,0.00051414,0.00071876,0.00090126
0.00097682,0.00094702,0.0023346,0.0011876,0.00098473,0.0014437,0.001698,0.0010586,0.00047306,0.0020428
0.00094026,0.00064131,0.0011876,0.0018608,0.00080811,0.0010208,0.0012521,0.00082563,0.00037418,0.0014896
0.00071266,0.00067212,0.00098473,0.00080811,0.0012879,0.00097471,0.0010725,0.00070537,0.0004497,0.0014239
0.00088806,0.00075551,0.0014437,0.0010208,0.00097471,0.0020394,0.0016212,0.00091377,0.00047169,0.0019737
0.0011486,0.0010845,0.001698,0.0012521,0.0010725,0.0016212,0.0030062,0.0010215,0.00055775,0.0020794
0.00073058,0.00051414,0.0010586,0.00082563,0.00070537,0.00091377,0.0010215,0.0011692,0.00041057,0.0011547
0.0004907,0.00071876,0.00047306,0.00037418,0.0004497,0.00047169,0.00055775,0.00041057,0.001211,0.00050888
0.0012417,0.00090126,0.0020428,0.0014896,0.0014239,0.0019737,0.0020794,0.0011547,0.00050888,0.0042195
